3.499189083861074974e-03,5.425390308619327016e+02,1.381715271301827030e+01,6.986832155156139379e+01
3.498458532254320776e-03,5.124381560366323356e+02,1.236889522019530396e+01,8.015940152486919601e+01
3.497808665319675474e-03,5.184858288404092264e+02,1.047653074832664011e+01,9.400103016867728911e+01
3.497185896726698415e-03,5.934501169754979628e+02,1.014796324094960767e+01,9.706232175353747493e+01
3.496587443222464592e-03,5.768890367694489214e+02,1.027459292545007230e+01,9.607441454809199399e+01
3.495986701488804083e-03,5.556682598416524570e+02,1.039011604009614587e+01,9.484224206456659090e+01
3.495366294503608317e-03,4.913601365822530624e+02,9.912926889734990255e+00,8.924311394164399758e+01
3.494780819259340771e-03,5.160999914838564564e+02,1.017432595540010176e+01,9.289782936947472081e+01
3.494156729850795683e-03,4.868255213295862518e+02,1.009836958706659438e+01,8.273749557768445584e+01
3.493546898373250074e-03,5.976160979236752837e+02,1.020395118927391032e+01,8.657541545694003560e+01
3.492960644656105222e-03,4.930295175036684441e+02,1.002320763078091126e+01,8.716542922346795308e+01
3.492398103151777341e-03,5.298512256365974054e+02,1.009915093083823656e+01,9.026578036638539970e+01
3.491787923968339008e-03,4.817667122711576440e+02,9.967382063693849048e+00,8.790898379023549580e+01
3.491209745904024636e-03,5.309645605006173810e+02,9.942109344155763750e+00,8.816086061207492719e+01
3.490615360043280643e-03,5.133906395587850966e+02,1.003701618571443710e+01,9.251095580599701407e+01
3.490053332477707597e-03,5.075289052292739598e+02,9.988834647705900238e+00,8.435343203855465788e+01
3.491731466345438482e-03,5.530077792716044769e+02,1.004213115109666710e+01,8.452080999969514608e+01
3.494430772127664082e-03,4.496605907054681097e+02,9.982579154999656978e+00,8.108196170111186518e+01
3.502281525302456799e-03,5.079481588126005249e+02,9.978015328000871875e+00,8.065651473372065539e+01
3.507399923493320897e-03,4.808513842336774928e+02,1.004714293010863813e+01,8.595848997316623752e+01
3.518758262663446851e-03,4.828791934562003689e+02,1.003441716815148510e+01,8.555511590148009304e+01
3.546263886231918600e-03,5.576765820145085399e+02,1.035247654647644922e+01,7.853720297962337327e+01
3.583876764623626730e-03,6.497863057520306711e+02,1.051692693073786344e+01,8.549744255709329366e+01
3.628105743350691723e-03,7.179891856845572420e+02,1.068487473542794319e+01,9.034937612931928186e+01
3.661307231277998418e-03,7.084554161123261338e+02,1.065128318846899091e+01,8.012536655494911031e+01
3.703837302144147130e-03,7.636890486576468220e+02,1.087192059076204309e+01,7.954821564320761240e+01
3.793920881780912281e-03,9.152301767299891253e+02,1.228343430136667536e+01,8.591081560534618689e+01
3.870948139975986888e-03,9.457783666744162474e+02,1.280706738685671908e+01,7.957941237650770461e+01
3.945825222250873114e-03,9.858130281276560254e+02,1.300044779803005035e+01,7.308681946305227939e+01
4.003654131773045320e-03,1.134931158373031622e+03,1.280762870406036136e+01,8.198167263892169387e+01
4.056561078819416466e-03,1.112846865266174291e+03,1.251094288829223444e+01,9.307248539170137747e+01
4.146488379142968146e-03,1.097033960753573410e+03,1.308760049434424388e+01,7.928231046526094872e+01
4.171686099909427924e-03,1.078005753632418191e+03,1.222584975150053488e+01,8.612058286318624312e+01
4.180955251555288840e-03,9.271613052737666294e+02,1.143887098980153461e+01,8.872427757879037813e+01
4.180181244009296103e-03,7.901388585420925210e+02,1.044374829341369271e+01,8.310898525417140092e+01
4.179479795519726315e-03,7.911980686925398913e+02,9.879175988793418739e+00,8.553735172546170418e+01
4.178795956556635889e-03,7.509431358782022699e+02,1.002197033353868783e+01,8.561434190617359263e+01
4.178104603222409716e-03,7.098459922037172873e+02,1.004254069041499520e+01,8.302561920058916201e+01
4.177417614928813708e-03,7.718049596292581782e+02,1.034051859380105753e+01,8.759651657264438995e+01
4.176671428675518549e-03,7.988051902224995047e+02,1.021126905326545398e+01,9.354575598388413482e+01
4.175957254455031804e-03,6.583508057362653290e+02,1.039708871790599432e+01,7.651315055913947560e+01
4.175237790139980400e-03,6.805089389665574799e+02,1.033517801804119962e+01,7.631952572797291623e+01
4.174535930492473922e-03,7.260128021819789410e+02,1.034499378917270818e+01,8.316054674907562116e+01
4.173803827634684112e-03,7.193751501944706206e+02,1.038574865854809914e+01,8.270540457131573930e+01
4.173104488815719201e-03,7.260318673207286793e+02,1.019786322726305805e+01,8.615834745759082125e+01
4.172352743571800318e-03,6.864225678741402135e+02,1.039107729005049663e+01,8.566695855630192113e+01
