3.498512983067633003e-03,4.845323943633540011e+02,1.188039367580036654e+01,6.660348542390309490e+01
3.497879179588704764e-03,4.391638959926024768e+02,1.035824465112006543e+01,7.506685581121661244e+01
3.497280514673945569e-03,5.315141726642943922e+02,1.000514675193277903e+01,7.863246612574779704e+01
3.496712012868452742e-03,5.099178470177209306e+02,1.005655270956834002e+01,8.444971550082340173e+01
3.496115772979997011e-03,5.153627719538878864e+02,1.005251093059361445e+01,8.713345630404080566e+01
3.495527183409204066e-03,4.896617319456416340e+02,9.943048985661860684e+00,7.830198940513422201e+01
3.494938465333353398e-03,5.492813503096430168e+02,9.972658749837442826e+00,8.992273731141965243e+01
3.494329254900156115e-03,4.576669616370505764e+02,1.005142252475132558e+01,8.359706634155891436e+01
3.493719576231722659e-03,4.871928237938096231e+02,1.000228872594384377e+01,8.096221914727779279e+01
3.493130659145193394e-03,4.973971284082251714e+02,9.979374544701901328e+00,8.640515032465620493e+01
3.492556966832581402e-03,4.825502926227280796e+02,1.001644611660066175e+01,8.702996043111531321e+01
3.491966831204625088e-03,4.991772578825897426e+02,1.002035941668027164e+01,8.303128890038259158e+01
3.491350750590711816e-03,4.828755819132938427e+02,1.002593508267344191e+01,8.533346084059824932e+01
3.490772055531276251e-03,4.747022540579296788e+02,1.001572729082650071e+01,8.470953918097995938e+01
3.490198203826121691e-03,4.947452141846210338e+02,9.956404944675398383e+00,8.125101836827690249e+01
3.491906468051632090e-03,5.069970178112019425e+02,1.000257643649762151e+01,8.816206921348170056e+01
3.494876784527534575e-03,4.799682063760803317e+02,1.002312159224108612e+01,8.631446973096510078e+01
3.503780063406400098e-03,5.130145755692976763e+02,9.985385381551580508e+00,8.726426503378151267e+01
3.508852352905172771e-03,5.375937215997555541e+02,1.005182723842208325e+01,9.477880361027619927e+01
3.520909027876108124e-03,5.064612716769140093e+02,1.008296127359936989e+01,8.232493332274567877e+01
3.546091004880153486e-03,5.223671781991455418e+02,9.981459613629635186e+00,9.204768364587771146e+01
3.583750661921034607e-03,5.331956375242680224e+02,1.028825000641714205e+01,8.741221175583376635e+01
