"t
[s]","Io
[W/m2]","vo
[m/s]","To
[°C]","Tsky
[°C]","To_n
[°C]","CO2o_ppm
[ppm]","dayNR
[-]",RH           [%]
19375200,102.78,2.5,15.2,11.2,14.306,320,225,90.9
19378800,183.33,2.5,15.4,6.4,14.194,320,225,87.9
19382400,227.78,2.5,15.7,6.8,14.171,320,225,84.8
19386000,469.44,3.0,17.3,3.4,14.806,320,225,76.7
19389600,597.22,4.0,17.3,1.4,14.463,320,225,73.7
19393200,230.56,3.0,16.9,9.6,14.546,320,225,77.7
19396800,269.44,2.5,17,13.0,14.527,320,225,76.7
19400400,180.56,2.5,17.2,13.2,15.050,320,225,79.8
19404000,327.78,4.0,18.8,7.6,15.840,320,225,73.7
19407600,230.56,3.0,18.4,8.4,15.710,320,225,75.7
19411200,166.67,3.5,18.5,14.5,15.565,320,225,73.7
19414800,97.22,3.0,18.3,14.3,15.617,320,225,75.7
19418400,77.78,3.5,17.6,10.4,15.312,320,225,78.8
19422000,13.89,3.0,16.2,5.8,15.071,320,225,88.9
19425600,0.00,2.5,16.1,5.7,15.078,320,225,89.9
19429200,0.00,2.5,15.6,11.6,15.302,320,225,97.0
19432800,0.00,2.5,15.8,11.8,15.298,320,225,95.0
19436400,0.00,2.5,15.9,11.9,15.295,320,225,94.0
19440000,0.00,2.0,16,12.0,15.597,320,225,96.0
19443600,0.00,2.0,16.1,12.1,15.696,320,226,96.0
19447200,0.00,1.5,16,12.0,15.699,320,226,97.0
19450800,0.00,2.0,16,12.0,15.699,320,226,97.0
19454400,0.00,2.0,16.1,12.1,15.696,320,226,96.0
19458000,0.00,2.0,16.1,12.1,15.798,320,226,97.0
19461600,19.44,2.0,16.4,12.4,16.095,320,226,97.0
19465200,72.22,2.0,17,13.0,16.481,320,226,95.0
19468800,122.22,2.0,17.8,13.8,17.162,320,226,94.0
19472400,138.89,2.0,18.4,14.4,17.752,320,226,94.0
19476000,241.67,2.0,19.4,15.4,18.168,320,226,88.9
19479600,252.78,2.0,20.2,16.2,18.707,320,226,86.9
19483200,258.33,2.0,20.4,16.4,18.540,320,226,83.8
19486800,255.56,2.5,20.4,16.4,19.136,320,226,88.9
19490400,327.78,2.5,21.2,9.9,19.303,320,226,83.8
19494000,341.67,3.0,21.1,7.3,18.961,320,226,81.8
19497600,388.89,3.5,21.2,0.9,18.931,320,226,80.8
19501200,119.44,3.0,20.8,16.8,18.800,320,226,82.8
19504800,83.33,2.5,20.3,16.3,18.204,320,226,81.8
19508400,30.56,2.0,19.5,12.3,18.033,320,226,86.9
