Wall time,Step,Value
1716631302.7335112,172,0.03355187177658081
1716631303.3264985,244,0.023147279396653175
1716631305.067245,465,0.027879465371370316
1716631306.196334,556,0.024489708244800568
1716631306.9553413,658,0.020879041403532028
1716631308.053458,804,0.021606657654047012
1716631309.5712185,1026,0.017777401953935623
1716631310.6911414,1132,0.018984081223607063
1716631311.3530316,1184,0.014320144429802895
1716631313.8262384,1458,0.01535964198410511
1716631314.0767543,1494,0.014826377853751183
1716631314.2196658,1510,0.017098024487495422
1716631314.4807122,1548,0.01846528984606266
1716631314.6813512,1565,0.015595878474414349
1716631318.6021347,1940,0.017050031572580338
1716631318.764899,1960,0.015333715826272964
1716631325.291726,2503,0.020416291430592537
1716631325.8932824,2577,0.017355194315314293
1716631326.8295064,2693,0.014107413589954376
1716631326.9558396,2708,0.013968315906822681
1716631327.0400417,2717,0.012117143720388412
1716631330.4614475,3083,0.014681398868560791
1716631331.9078145,3241,0.013618825934827328
1716631332.1089187,3265,0.012322787195444107
1716631335.9071796,3566,0.010185175575315952
1716631336.325131,3600,0.01575402170419693
1716631336.7754943,3654,0.00979978870600462
1716631340.914672,4023,0.011396468617022038
1716631341.4870315,4109,0.011994843371212482
1716631341.5921557,4121,0.01213492825627327
1716631342.1654987,4181,0.008398891426622868
1716631343.2101247,4328,0.010926024988293648
1716631345.430153,4564,0.00898199062794447
1716631347.7222905,4832,0.010134169831871986
1716631350.0614407,5090,0.012987464666366577
1716631350.9759014,5187,0.01543467678129673
1716631351.4808724,5262,0.007797425612807274
1716631351.7427416,5295,0.012230032123625278
1716631352.1991386,5362,0.009316823445260525
1716631352.8270943,5454,0.007766892202198505
1716631354.6980577,5667,0.009196441620588303
1716631356.1651366,5832,0.01268073171377182
1716631356.571104,5866,0.00869259424507618
1716631357.3908103,5981,0.00859372690320015
1716631357.5031857,5997,0.009088799357414246
1716631357.9398887,6053,0.01127476617693901
1716631358.6439161,6138,0.010803760960698128
1716631359.3906012,6225,0.011173326522111893
1716631359.7575898,6279,0.008100355044007301
1716631360.5886607,6334,0.007576898206025362
1716631360.821773,6369,0.00843474268913269
1716631362.2435608,6569,0.008536500856280327
1716631363.6179214,6730,0.008667589165270329
1716631363.832464,6750,0.010474461130797863
1716631364.7199402,6850,0.008669369854032993
1716631365.5921924,6919,0.008144184947013855
1716631366.1095626,6991,0.007677307818084955
1716631368.0799308,7253,0.007634487468749285
1716631369.6107213,7436,0.007915304973721504
1716631369.8051107,7464,0.009879632852971554
1716631371.0884304,7644,0.008348749950528145
1716631371.6694267,7730,0.007290699519217014
1716631373.5419376,7986,0.007543090730905533
1716631374.7500587,8122,0.007360794115811586
1716631376.035183,8291,0.007011188194155693
1716631378.6555078,8548,0.006846989970654249
1716631378.7582989,8554,0.00671748211607337
1716631379.7479792,8618,0.006552855484187603
1716631380.1879308,8659,0.007634711917489767
1716631380.4297132,8694,0.0075276196002960205
1716631380.7836478,8724,0.006854439154267311
1716631380.9972785,8752,0.007497705519199371
1716631381.273647,8776,0.007830635644495487
1716631381.296271,8778,0.007495982572436333
1716631384.7047513,9152,0.0064679780043661594
1716631385.8032186,9252,0.007853321731090546
1716631386.0651603,9291,0.006096409633755684
1716631386.32418,9327,0.006751663517206907
1716631386.5417159,9359,0.007214447483420372
1716631389.1073077,9712,0.006596580147743225
1716631389.6614504,9753,0.006349458359181881
1716631390.3091888,9837,0.008371112868189812
1716631390.5386376,9867,0.00636901892721653
1716631390.8097086,9894,0.006648095324635506
1716631391.0047197,9917,0.006744261831045151
1716631391.3354309,9949,0.007277538068592548
1716631391.7320905,9979,0.007040598429739475
1716631392.589767,10063,0.008128669112920761
1716631392.7649405,10090,0.007620739750564098
1716631392.982855,10121,0.006616773083806038
1716631393.534971,10191,0.005941486451774836
1716631395.8230119,10445,0.0052089691162109375
1716631396.327152,10518,0.007695892360061407
1716631397.2503703,10643,0.004768713843077421
1716631397.261694,10645,0.005758238025009632
1716631397.6870906,10707,0.006298721302300692
1716631400.4603474,11023,0.005549166351556778
1716631401.180649,11118,0.005271125119179487
1716631407.7793672,11819,0.005624451674520969
1716631408.1230469,11867,0.0060068098828196526
1716631409.9090214,12027,0.0049634650349617004
1716631410.5890625,12076,0.005362341180443764
1716631412.6536174,12316,0.005080303642898798
1716631412.970428,12354,0.005453302059322596
1716631413.3586752,12398,0.00576154887676239
1716631414.291113,12476,0.0054484037682414055
1716631418.2874987,12905,0.004546798765659332
1716631418.5652685,12944,0.004654789809137583
1716631422.1017368,13304,0.004506302066147327
1716631422.8594098,13388,0.004717366769909859
1716631423.9797535,13522,0.005066952668130398
1716631424.1823905,13550,0.0051628281362354755
1716631424.827732,13623,0.006473847199231386
1716631424.9616244,13642,0.004319670144468546
1716631424.9927006,13647,0.0051997448317706585
1716631426.6997983,13802,0.005067676771432161
1716631427.0298412,13849,0.003921945579349995
1716631428.2331514,13971,0.0046827406622469425
1716631428.995334,14046,0.00418431032449007
1716631430.061064,14188,0.004554447252303362
1716631430.781561,14265,0.004651627037674189
1716631432.038999,14361,0.005353858228772879
1716631434.2863066,14645,0.005384200252592564
1716631435.2659087,14745,0.004732324276119471
1716631436.1349547,14851,0.004565402399748564
1716631436.277227,14864,0.005769667215645313
1716631438.1642728,15065,0.0047951750457286835
1716631438.1943893,15070,0.0039678518660366535
1716631438.6793108,15124,0.004045254085212946
1716631439.1935737,15185,0.004838475026190281
1716631440.8089256,15371,0.004791687708348036
1716631442.9325304,15610,0.004328500479459763
1716631443.2627254,15638,0.005683884955942631
1716631448.6091068,16241,0.004488883540034294
1716631450.0811846,16392,0.005357908550649881
1716631454.1036153,16834,0.004922335036098957
1716631454.3470018,16866,0.004554442595690489
1716631454.4779825,16883,0.004498095717281103
1716631454.6523857,16907,0.004667941480875015
1716631454.9553545,16947,0.004020674154162407
1716631456.4380374,17120,0.0041831484995782375
1716631466.0728545,18121,0.003995590843260288
1716631466.1651764,18129,0.004490634426474571
1716631466.2351387,18133,0.003760870546102524
1716631466.2839618,18137,0.003657468594610691
1716631469.043446,18405,0.005309842526912689
1716631469.7949548,18481,0.0042873891070485115
1716631473.06309,18759,0.004625428002327681
1716631473.152928,18765,0.005968236364424229
1716631473.5672028,18795,0.004767411854118109
1716631475.240956,18904,0.0042600021697580814
1716631478.415951,19109,0.0042643179185688496
1716631479.3636708,19209,0.004515964537858963
1716631480.1606479,19319,0.004882288631051779
1716631480.718388,19377,0.004095721524208784
1716631482.0276744,19501,0.004402240738272667
1716631482.337348,19546,0.004077991005033255
1716631482.8886366,19617,0.005067910999059677
1716631484.6731808,19841,0.0045798965729773045
1716631485.771326,19999,0.004711024928838015
1716631490.5546749,20578,0.0038714187685400248
1716631490.838547,20618,0.006082565989345312
1716631491.3794146,20646,0.004103224724531174
1716631492.6786358,20841,0.004186572972685099
