Wall time,Step,Value
1716645101.3591182,172,0.09507753700017929
1716645102.040737,244,0.0517275370657444
1716645104.6177475,465,0.033059537410736084
1716645105.7337608,556,0.024933166801929474
1716645107.0204139,658,0.02210317552089691
1716645108.605059,804,0.020768696442246437
1716645111.0556562,1026,0.01614510640501976
1716645112.2419593,1132,0.013552838005125523
1716645112.7463663,1184,0.017742589116096497
1716645116.1716125,1458,0.014903410337865353
1716645116.565832,1494,0.013153733685612679
1716645116.7767525,1510,0.013361833058297634
1716645117.3547552,1548,0.017381781712174416
1716645117.5189035,1565,0.016781402751803398
1716645121.8209898,1940,0.014300131238996983
1716645122.0326378,1960,0.011727938428521156
1716645128.8225844,2503,0.009278546087443829
1716645129.9650507,2577,0.00900744367390871
1716645131.2470834,2693,0.009008796885609627
1716645131.4347208,2708,0.010456738993525505
1716645131.5296957,2717,0.01111502293497324
1716645135.7127135,3083,0.007590813096612692
1716645137.8321726,3241,0.011037245392799377
1716645138.0886242,3265,0.007363700307905674
1716645141.5638895,3566,0.006627864204347134
1716645142.0528922,3600,0.008990192785859108
1716645142.6737196,3654,0.006933257449418306
1716645146.9439175,4023,0.008062923327088356
1716645147.9584835,4109,0.009278661571443081
1716645148.0940702,4121,0.006450492423027754
1716645148.780282,4181,0.006789848208427429
1716645150.3986137,4328,0.00887115765362978
1716645153.23901,4564,0.007842573337256908
1716645156.2378771,4832,0.009007830172777176
1716645159.593424,5090,0.006597006227821112
1716645160.700162,5187,0.00677156588062644
1716645161.7774186,5262,0.007009345106780529
1716645162.21338,5295,0.0058809686452150345
1716645163.0373533,5362,0.007026614621281624
1716645164.1809862,5454,0.006423288956284523
1716645167.110757,5667,0.007808159105479717
1716645169.5697403,5832,0.004755912348628044
1716645169.9587402,5866,0.006490678526461124
1716645171.3558307,5981,0.005437077023088932
1716645171.488484,5997,0.0070600383915007114
1716645172.081825,6053,0.004525360651314259
1716645173.1404865,6138,0.006039358675479889
1716645174.1989567,6225,0.004946205765008926
1716645174.9410074,6279,0.006377896293997765
1716645175.648989,6334,0.005482088774442673
1716645176.0235026,6369,0.005848522298038006
1716645178.1971385,6569,0.0041476059705019
1716645180.4252844,6730,0.004950682166963816
1716645180.6969223,6750,0.0047083655372262
1716645181.903861,6850,0.0038789354730397463
