Wall time,Step,Value
1716641245.151484,172,0.10210523009300232
1716641245.7172759,244,0.03874785080552101
1716641247.251009,465,0.03512263670563698
1716641248.3047104,556,0.026587190106511116
1716641249.2200184,658,0.026386218145489693
1716641250.6818373,804,0.019310712814331055
1716641252.667681,1026,0.022776499390602112
1716641253.8438938,1132,0.019779572263360023
1716641254.2481127,1184,0.02006775140762329
1716641256.6138105,1458,0.01839829795062542
1716641257.0573025,1494,0.017288215458393097
1716641257.2824047,1510,0.020535722374916077
1716641257.5975606,1548,0.01928090862929821
1716641257.7124352,1565,0.016270430758595467
1716641261.1335063,1940,0.01960240676999092
1716641261.2758894,1960,0.01907915249466896
1716641266.0766566,2503,0.014745710417628288
1716641266.5783327,2577,0.016793010756373405
1716641267.3399632,2693,0.014594350010156631
1716641267.4287353,2708,0.01585766300559044
1716641267.48729,2717,0.01817813515663147
1716641270.4429264,3083,0.013424932025372982
1716641271.6569264,3241,0.012141701765358448
1716641271.8133755,3265,0.014630677178502083
1716641274.6478217,3566,0.012843114323914051
1716641274.870094,3600,0.011737851426005363
1716641275.240859,3654,0.015363293699920177
1716641279.038359,4023,0.012557722628116608
1716641279.6853068,4109,0.011683107353746891
1716641279.776951,4121,0.012964125722646713
1716641280.2111828,4181,0.011641004122793674
1716641281.540261,4328,0.010798053815960884
1716641283.9966383,4564,0.009627842344343662
1716641286.1846972,4832,0.011179003864526749
1716641288.999487,5090,0.00826785247772932
1716641289.6300328,5187,0.00998921412974596
1716641290.1284497,5262,0.008621294051408768
1716641290.4505608,5295,0.009987179189920425
1716641290.9590304,5362,0.009109490551054478
1716641291.7345285,5454,0.011061868630349636
1716641293.51026,5667,0.010449346154928207
1716641294.6398456,5832,0.012358902022242546
1716641294.8583295,5866,0.009099369868636131
1716641295.6980543,5981,0.012318477965891361
1716641295.7998822,5997,0.00768564036116004
1716641296.2770727,6053,0.007031264249235392
1716641297.135057,6138,0.007612607907503843
1716641297.7496684,6225,0.007335596717894077
1716641298.1060252,6279,0.009340105578303337
1716641298.5736072,6334,0.008169376291334629
1716641298.795956,6369,0.008624413050711155
1716641300.6207793,6569,0.006939906161278486
1716641302.0848207,6730,0.008665892295539379
1716641302.2391183,6750,0.007535693701356649
1716641303.1869252,6850,0.009822646155953407
1716641303.718596,6919,0.00827767699956894
1716641304.3297994,6991,0.009434099309146404
1716641306.3323667,7253,0.00667989905923605
1716641307.9903154,7436,0.00730379531159997
1716641308.2472613,7464,0.007767524104565382
1716641309.5832999,7644,0.005929536186158657
1716641310.1427844,7730,0.006973489187657833
1716641312.499666,7986,0.00883277878165245
1716641313.5691912,8122,0.007517258636653423
1716641314.7782044,8291,0.005552998743951321
1716641317.5673945,8548,0.006552404258400202
1716641317.6154084,8554,0.00679719727486372
1716641318.1442592,8618,0.005479958839714527
1716641318.4110303,8659,0.005788977723568678
1716641318.6915498,8694,0.005040053743869066
1716641318.89856,8724,0.006498922593891621
1716641319.0906289,8752,0.005974117200821638
1716641319.2861457,8776,0.008711348287761211
1716641319.2968712,8778,0.007895685732364655
1716641322.3413048,9152,0.007269296795129776
1716641323.1371446,9252,0.006053556688129902
1716641323.4628415,9291,0.004524019546806812
1716641323.7024343,9327,0.005374809727072716
1716641324.082352,9359,0.005942450370639563
1716641326.9186277,9712,0.005062262061983347
1716641327.2140317,9753,0.006253822706639767
1716641327.9001465,9837,0.005351359024643898
1716641328.2023084,9867,0.005204057786613703
1716641328.5488586,9894,0.004764121025800705
1716641328.7069361,9917,0.006576193030923605
1716641328.9685023,9949,0.005163379479199648
1716641329.1844304,9979,0.005169470328837633
1716641330.1137278,10063,0.004740788601338863
1716641330.294934,10090,0.004757953807711601
1716641330.5354528,10121,0.004641527775675058
1716641331.0176456,10191,0.004092815797775984
1716641333.1013088,10445,0.003542262362316251
1716641333.6011822,10518,0.006615013815462589
1716641334.8153918,10643,0.0035596475936472416
1716641334.828821,10645,0.007197992876172066
1716641335.306739,10707,0.007110766135156155
1716641337.6938975,11023,0.005230352748185396
1716641338.4736202,11118,0.004441988188773394
1716641345.2883801,11819,0.004911389667540789
1716641345.6690521,11867,0.005502893123775721
1716641347.4814396,12027,0.0060902368277311325
1716641347.857826,12076,0.004565694835036993
1716641350.2973473,12316,0.00425717094913125
1716641350.5577881,12354,0.005576499737799168
1716641350.8608766,12398,0.005454873666167259
1716641351.4927385,12476,0.006101598497480154
1716641355.0906708,12905,0.004294704180210829
1716641355.3785772,12944,0.005894015077501535
1716641358.3539138,13304,0.005050519481301308
1716641358.9269075,13388,0.004921386484056711
1716641360.12517,13522,0.0058592939749360085
1716641360.3064034,13550,0.0042166137136518955
1716641360.9755652,13623,0.004507758188992739
1716641361.1020007,13642,0.004603845067322254
1716641361.129178,13647,0.004157581366598606
1716641362.3218768,13802,0.004536083433777094
1716641362.6865456,13849,0.004006629344075918
1716641363.6862173,13971,0.005282511468976736
1716641364.5107932,14046,0.00508766109123826
1716641365.7185786,14188,0.005617192946374416
1716641366.5302415,14265,0.004334894008934498
1716641367.3650692,14361,0.0038064788095653057
1716641370.0340703,14645,0.0036125322803854942
1716641370.9852245,14745,0.004703639540821314
1716641371.707871,14851,0.004182820674031973
1716641371.801518,14864,0.0047369105741381645
1716641373.355183,15065,0.004457960370928049
1716641373.385536,15070,0.004406640771776438
1716641374.2345726,15124,0.00402411725372076
1716641374.6739166,15185,0.006283252965658903
1716641376.2810159,15371,0.004673796705901623
1716641378.5326843,15610,0.0038929616566747427
1716641378.7738209,15638,0.0054485430009663105
1716641384.1142309,16241,0.004620861727744341
1716641385.1805015,16392,0.005130518227815628
1716641389.2251327,16834,0.00414939085021615
1716641389.5572767,16866,0.0038486160337924957
1716641389.7323365,16883,0.005346803925931454
1716641389.9222329,16907,0.004064110107719898
1716641390.2319665,16947,0.004360024351626635
1716641391.7851245,17120,0.004400770645588636
1716641400.414198,18121,0.003340906696394086
1716641400.46356,18129,0.006263578776270151
1716641400.4973953,18133,0.0036584348417818546
1716641400.5191555,18137,0.004048604983836412
1716641402.3231413,18405,0.0032018886413425207
1716641403.0895805,18481,0.004106634296476841
1716641405.0304012,18759,0.0038668191991746426
1716641405.0734375,18765,0.004831476137042046
1716641405.2688909,18795,0.003930374979972839
1716641406.0869594,18904,0.005079178139567375
1716641408.287408,19109,0.00375333777628839
1716641409.0928338,19209,0.0035757857840508223
1716641409.967103,19319,0.003785170614719391
1716641410.4452896,19377,0.0036207051016390324
1716641411.4158905,19501,0.003210294758901
1716641411.8207486,19546,0.005099965259432793
1716641412.5450644,19617,0.003628551959991455
1716641414.2867317,19841,0.00386227248236537
1716641415.4853837,19999,0.003591222921386361
1716641420.8547118,20578,0.004516487941145897
1716641421.161077,20618,0.004163181409239769
1716641421.4435046,20646,0.004361073952168226
1716641423.184951,20841,0.0032121443655341864
1716641424.0392814,20968,0.004570166580379009
1716641424.5393085,21036,0.004285718780010939
1716641424.6513453,21052,0.003490970004349947
1716641425.1560504,21129,0.0031475869473069906
1716641426.2030492,21267,0.003991100005805492
1716641426.7373838,21311,0.003593923756852746
1716641429.25781,21676,0.003393033519387245
1716641432.8169062,22063,0.00455422094091773
1716641433.6429188,22162,0.00478282431140542
1716641439.2501116,22702,0.0037603448145091534
1716641442.9128704,23071,0.0043760035187006
1716641443.195364,23106,0.0057228971272706985
1716641445.6717975,23406,0.0034125170204788446
1716641445.6783283,23407,0.0030974752735346556
1716641446.411599,23500,0.004558373708277941
1716641447.3259394,23589,0.0034446099307388067
1716641454.2231462,24378,0.004475764464586973
1716641455.128484,24469,0.004131630528718233
1716641455.192544,24473,0.003110799239948392
1716641457.336592,24718,0.004659776110202074
1716641457.607003,24758,0.0036358488723635674
1716641458.0745308,24828,0.0033138087019324303
1716641459.004596,24938,0.004276779014617205
1716641459.4533494,24991,0.0033023874275386333
1716641460.060234,25053,0.0032223565503954887
1716641460.6367173,25112,0.003266616491600871
1716641462.0424943,25249,0.0038038119673728943
1716641463.5065494,25444,0.0029725441709160805
1716641465.4581406,25649,0.0032841931097209454
1716641465.9505522,25715,0.0032414505258202553
1716641467.75785,25929,0.005140748806297779
1716641470.6293867,26263,0.006612635217607021
1716641470.9253566,26303,0.003404347226023674
1716641471.6456094,26377,0.0032694132532924414
1716641473.5128036,26646,0.003351431805640459
1716641473.8685381,26693,0.003314972622320056
1716641475.0522437,26816,0.004412516485899687
1716641476.8921266,27014,0.003369750455021858
1716641476.9882617,27029,0.0026451763696968555
1716641477.594862,27104,0.004101897124201059
1716641479.0596762,27308,0.003388787619769573
1716641480.794249,27521,0.0036823854316025972
1716641482.7336087,27792,0.003323331708088517
1716641482.9952207,27833,0.004241227172315121
1716641483.564002,27894,0.004091972019523382
1716641484.6921604,28006,0.0031348224729299545
1716641485.273847,28045,0.004103289917111397
1716641485.6860836,28102,0.0026519817765802145
1716641491.011309,28794,0.003048304468393326
1716641492.8395267,28972,0.003710144432261586
1716641492.9798799,28984,0.0031897611916065216
1716641496.3545213,29310,0.0032066216226667166
1716641498.2787166,29490,0.0034132881555706263
1716641498.783757,29565,0.0031419151928275824
1716641499.1401994,29620,0.003443134482949972
1716641499.2477508,29636,0.0029682801105082035
1716641499.5195756,29677,0.005075995344668627
1716641500.6809394,29784,0.0038639355916529894
1716641501.0410085,29831,0.0031603530514985323
1716641501.1553211,29848,0.0028945952653884888
1716641501.3348033,29874,0.004266561008989811
1716641502.7438364,30055,0.004240608308464289
1716641502.829466,30067,0.0028674225322902203
1716641502.9302905,30080,0.002936949022114277
1716641504.8604326,30300,0.0028133047744631767
1716641508.2123537,30703,0.003342490177601576
1716641510.522781,30919,0.00252296170219779
1716641510.9360113,30959,0.002846124116331339
