Wall time,Step,Value
1713381824.9639735,3840,-16.5518798828125
1713381829.7116752,7680,-16.02149200439453
1713381834.4019723,11520,-15.381665229797363
1713381839.1988103,15360,-14.848199844360352
1713381865.2029645,19200,-1.5199841260910034
1713381913.852057,23040,0.3674209713935852
1713381963.2037985,26880,1.3329607248306274
1713382032.1640565,30720,2.2792272567749023
1713382081.2451801,34560,2.322110891342163
1713382130.4621952,38400,2.8433072566986084
1713382179.1541612,42240,2.7801218032836914
1713382229.2423518,46080,2.7412970066070557
1713382278.1161115,49920,3.0575857162475586
1713382328.2033775,53760,3.104703187942505
1713382377.98027,57600,3.396066188812256
1713382429.1763177,61440,3.115119218826294
1713382480.3586955,65280,3.1784863471984863
1713382531.586031,69120,3.216417074203491
1713382581.499841,72960,3.0534818172454834
1713382632.593773,76800,3.416651725769043
1713382684.4950688,80640,3.7463550567626953
1713382736.1641457,84480,3.778491973876953
1713382789.1286457,88320,3.8961338996887207
1713382841.4564517,92160,3.854250431060791
1713382894.7446768,96000,3.9264705181121826
1713382947.6192405,99840,3.898033618927002
1713383000.7531612,103680,3.986272096633911
1713383054.7308285,107520,4.032424449920654
1713383108.4363728,111360,4.218890190124512
1713383161.8100388,115200,4.160671234130859
1713383217.8877563,119040,4.095711708068848
1713383272.146493,122880,4.117606163024902
1713383327.0575874,126720,4.296374797821045
1713383382.177565,130560,4.322754859924316
1713383436.603193,134400,4.336572170257568
1713383491.9708228,138240,4.329786777496338
1713383546.0631678,142080,4.293453693389893
1713383600.3603723,145920,4.334742546081543
1713383654.0978954,149760,4.359722137451172
1713383709.6721869,153600,4.38241720199585
1713383766.503431,157440,4.4134345054626465
1713383820.7035697,161280,4.392528057098389
1713383876.1583529,165120,4.397998809814453
1713383932.715553,168960,4.427251815795898
1713383987.5171845,172800,4.452208995819092
1713384043.0416489,176640,4.4327616691589355
1713384098.5175035,180480,4.4280595779418945
1713384153.6776173,184320,4.433358669281006
1713384210.6181524,188160,4.4124555587768555
1713384267.0489,192000,4.416472911834717
