Wall time,Step,Value
1713341021.407725,3840,-16.5518798828125
1713341027.0448186,7680,-16.02149200439453
1713341033.1085384,11520,-15.381665229797363
1713341038.5899937,15360,-14.848199844360352
1713341071.3085299,19200,-8.22320556640625
1713341127.4275687,23040,0.34031957387924194
1713341182.8929534,26880,0.33167240023612976
1713341243.9545155,30720,1.7873340845108032
1713341301.9501684,34560,1.655254602432251
1713341361.6992326,38400,1.2396178245544434
1713341419.136353,42240,1.2839634418487549
1713341473.9833064,46080,2.062718391418457
1713341528.9115927,49920,1.9161394834518433
1713341591.5843947,53760,2.0528414249420166
1713341654.393784,57600,2.4545252323150635
1713341713.707041,61440,2.3297290802001953
1713341773.1189857,65280,1.7848985195159912
1713341836.1001513,69120,2.558734893798828
1713341901.672788,72960,2.4173240661621094
1713341963.295604,76800,3.152207136154175
1713342032.1987724,80640,2.9593565464019775
1713342089.492992,84480,3.2211883068084717
1713342151.8878171,88320,3.0035459995269775
1713342212.82377,92160,3.0489935874938965
1713342276.1234705,96000,2.2439136505126953
1713342342.9409935,99840,2.5793240070343018
1713342410.071549,103680,2.704993724822998
1713342478.2202668,107520,3.462266445159912
1713342547.7534707,111360,3.566662549972534
1713342615.7026923,115200,3.405388116836548
1713342680.411505,119040,3.600417137145996
1713342751.0926843,122880,3.6903042793273926
1713342819.133917,126720,3.6009767055511475
1713342885.9696414,130560,3.471513509750366
1713342954.9287057,134400,3.506592035293579
1713343025.440538,138240,3.5975685119628906
1713343096.05493,142080,3.649965763092041
1713343169.7462742,145920,3.4862756729125977
1713343236.7922413,149760,3.128248453140259
1713343306.6908262,153600,3.35874342918396
1713343372.4631116,157440,3.4459805488586426
1713343438.312854,161280,3.710763692855835
1713343500.0280852,165120,3.80702805519104
1713343562.3506866,168960,3.7998249530792236
1713343629.6706564,172800,3.755368232727051
1713343696.8369508,176640,3.60337495803833
1713343760.6237223,180480,3.644883871078491
1713343829.1229863,184320,3.5879673957824707
1713343892.1201105,188160,3.749445676803589
1713343958.022786,192000,3.7448008060455322
