Wall time,Step,Value
1716298308.1012263,3840,-17.022584915161133
1716298326.1028533,7680,-17.287662506103516
1716298344.2328675,11520,-17.354415893554688
1716298361.857617,15360,-17.281938552856445
1716298421.218467,19200,-9.201963424682617
1716298521.5585241,23040,0.7776631116867065
1716298611.0379283,26880,0.9492800831794739
1716298700.6188262,30720,1.4439609050750732
1716298801.4188857,34560,2.0334737300872803
1716298919.3893085,38400,2.24090838432312
1716299023.808002,42240,2.4707930088043213
1716299137.3377192,46080,2.2826409339904785
1716299237.7682786,49920,2.744910478591919
1716299355.153773,53760,3.163759469985962
1716299464.4909847,57600,3.012411594390869
1716299564.3128755,61440,2.985626459121704
1716299657.39284,65280,2.932274580001831
1716299757.752431,69120,2.80900502204895
1716299869.2714314,72960,2.9096360206604004
1716299965.575194,76800,2.9638350009918213
1716300074.8150778,80640,3.2469289302825928
1716300198.9179595,84480,3.2273318767547607
1716300300.4995983,88320,3.245029926300049
1716300415.2676902,92160,3.3606626987457275
1716300514.9351432,96000,3.374746799468994
1716300615.0425744,99840,3.496519088745117
1716300725.0427594,103680,3.6031694412231445
1716300830.5712824,107520,3.76664400100708
1716300950.6874409,111360,3.8401811122894287
1716301062.832914,115200,3.7920970916748047
1716301171.955278,119040,3.941650152206421
1716301293.7958183,122880,3.9556281566619873
1716301413.1540024,126720,4.071660995483398
1716301539.0196443,130560,4.148714542388916
1716301652.788469,134400,4.186158180236816
1716305085.0426302,138240,4.238929271697998
1716305214.7458785,142080,4.284023761749268
1716305356.015224,145920,4.278074264526367
1716305483.5861077,149760,4.270390510559082
1716305600.0063298,153600,4.259209632873535
1716305710.6489005,157440,4.216948986053467
1716305822.474429,161280,4.339759349822998
1716305959.3939123,165120,4.392056465148926
1716306146.1617737,168960,4.428812503814697
1716306323.149865,172800,4.411794662475586
1716306475.5121546,176640,4.429263591766357
1716306650.3969357,180480,4.44059419631958
1716306822.458114,184320,4.430550575256348
1716306985.0918717,188160,4.414936542510986
1716307161.4367568,192000,4.4167680740356445
